Question,Subj_Q,Answer,Subj_A
أنا مسلم أدرس في أمريكا  أكذب معهم بأني لا ديني  سأتزوج وزوجتي ستدرس معي  هل يجوز أن تخلع الحجاب فقط لأربع سنوات وفي أمريكا  لأني أخشى عليها من المضايقات  علما  أني أدفع 30 ألف دولار أمريكي سنويا  ولا يمكن الانقال أو ترك الجامعة وهي يجب أن تدرس معي ,1,يا مسلم   كما تدعي   عليك ان تعرف ان أميركا بلد حر وأنه يوجد بها اكثر من ثلاثين مليون مسلم من كل أصقاع الارض   فلا داعي لهذا الإدعاء الكاذب   وليس من حق اي شخص ان بسألك عن ديانتك   فلا تتبرع بالكذب   ولتعلم ان إعتزازك بدينك هو من سيرفع قدرك في نظر الناس هنا وخصوص ا الامريكان   وفي كل مدينة سوف تعيش فيها او تزورها سوف تجد العديد من المساجد و يمكن ان تقابل مسلمون ومسلمات في أعلي المراكز العلمية والعملية كالاطباء والمهندسون وأساتذة الجامعات   فا إفتخر بدينك وحافظ علي صلاتك وإلا ستندم أشد الندم بعد ذلك   وأنا أعيش هنا منذ زمن طويل جدا وأمارس كل شعائر ديني بكل بساطة وفي أي مكان بدون اي مشاكل   أما يا مسلم   كما تدعي   عليك ان تعرف ان أميركا بلد حر وأنه يوجد بها اكثر من ثلاثين مليون مسلم من كل أصقاع الارض   فلا داعي لهذا الإدعاء الكاذب   وليس من حق اي شخص ان بسألك عن ديانتك   فلا تتبرع بالكذب   ولتعلم ان إعتزازك بدينك هو من سيرفع قدرك في نظر الناس هنا وخصوص ا الامريكان   وفي كل مدينة سوف تعيش فيها او تزورها سوف تجد العديد من المساجد و يمكن ان تقابل مسلمون ومسلمات في أعلي المراكز العلمية والعملية كالاطباء والمهندسون وأساتذة الجامعات   فا إفتخر بدينك وحافظ علي صلاتك وإلا ستندم أشد الندم بعد ذلك   وأنا أعيش هنا منذ زمن طويل جدا وأمارس كل شعائر ديني بكل بساطة وفي أي مكان بدون اي مشاكل   أما الحجاب لزوجتك   فطبعا وبدون تفكير يجب ان تحافظ عليه ولاتخلعه ولو ليوم واحد   فحجاب المسلمة فخر لها   والحمد لله زوجتي وإبنتي يلبسن الحجاب و بدون اي مشاكل   إتق الله يجعل لك مخرجا يارجل ياطيب  ,1
كيف أقوي جانبي الديني من من علم وعبادات  فأنا مقصر جدا  ,1,أحييك أخي المبارك على هذا السؤال فإنه يدل على حرصك على الخير وهناك عدة أسباب أذكر أهمها  أحييك أخي المبارك على هذا السؤال فإنه يدل على حرصك على الخير وهناك عدة أسباب أذكر أهمها  ,0
كيف هي علاقتك مع الله ,0,١   أمشي علي طريق الصراط قدر المستطاع  خائف من نفسي وشيطان ودنيا ٢  قد يصيبني الفتور فانتكس حينها أعوج عن الصراط ثم اسمع مناد  ينادي  فانتبه حينها لما فعلته من محارم الله فإذا بي نادم علي ما فعلتأبدا بعدها توبة فندم وعمل صالح ثم عزم علي عدم رجوع وامتناع لما هو حرامفامشي واقع فاعود ثم امشي واقع فاعودلعل الله يراني اجاهد فيهديني سبيلهحافظوا علي القرآن فإنه لواعظ وانيس ودليل لنا علي الصراطوفي النهايه ليس كلنا بخير حال مع الله فكل واحد منا له ذنب وكل منا قد فعل من حرمات الله شئفيا فرحمة التائبين والاوابين برحمة الله بهم  ويا شؤما علي العاصين الواقعين في ملزاتهم,1
ماذا يفعل من نوى صيام الأيام القمرية فصام يوم 14 و 15 من الشهر ونسي صيام اليوم 13 مع الدليل  أرجو الإجابة بدون Google ,0,لابد أنه يحسب له أجر صيامه حتى وان صام يوما  لوجه الله   قال تعالى في الحديث القدسي  كل عمل ابن ادم له الا الصوم فإنه لي وأنا أجزي به ,0
هل كانت لك تجربة مع تلبس الجن بشخص قريب منك أو شريك حياتك أو بك شخصي ا  صف لي تجربتك  وكيف نجحت وشريك حياتك في تجاوز هذا الابتلاء ,1,كانت التجربة لدى قريبة لي صغيرة اصابها مس   واكتشفنا المس على ما أذكر عندما كنا نشغل قرانا فأصابها اغماء    وبتوفيق من الله كان لنا قريب يجيد القراءة والرقية فتمت معالجتها لمدة شهرين بالقرآن حتى استسلم الجان وقرر الخروج    خلال ايام القراءة كان الجن يتحدث مع ام الفتاة ليضيع الوقت وكان صوت الفتاة يصبح مخيفا عند اشتداد القراءة مهددا للقاريء ولكن القاريء كان يكمل قراءته حتى يأس الجان وخرج بفضل الله والان بعد ٢٤ عاما تنعم الفتاة الصغيرة ماشاء الله بزوج وأطفال وحياة سعيدة والفضل لله ثم قراءة القرآن واجتهاد القاريء   ,1
لماذا المراة دائما المغتصبة و الضحية ويتم تعذيبها نفسيا و جسديا عبر العصور واقل من الرجال منزلة في الاديان و المجتمع  ,1,هذه هلوسة من هلاوس النسويات الملحدات ووسوسة من وساوس الشياطينخذ مثلا ما رواه أبو هريرة رضي الله عنه جاء  ر ج ل  إلى ر س ول  الله  ﷺ  ف قال   م ن أ ح ق   الن اس  بح س ن  ص حاب ت ي قال   أ م  ك  قال   ث م   م ن   قال   ث م   أ م  ك  قال   ث م   م ن   قال   ث م   أ م  ك قال   ث م   م ن   قال   ث م   أ ب وك   وفي ح ديث  ق ت ي ب ة   م ن أ ح ق   بح س ن  ص حاب تي و ل م  ي ذ ك ر  الن اس  أخرجه البخاري  ٥٩٧١   ومسلم  ٢٥٤٨  من المقدم هنا المرأة أم الرجل عن عقبة بن عامر أن النبي ﷺ قال   لا ت ك ر هوا الب نات   فإن  ه ن   الم ؤ ن سات  الغال يات  من هن المؤنسات الغاليات  لا أظن أنهن النسويات    و ل ه ن   م ث ل  ال  ذ ي ع ل ي ه ن   ب ال م ع ر وف    و ل لر  ج ال  ع ل ي ه ن   د ر ج ة    و الل  ه  ع ز يز  ح ك يم         و ع اش ر وه ن   ب ال م ع ر وف    ف إ ن ك ر ه ت م وه ن   ف ع س ى  أ ن ت ك ر ه وا ش ي ئ ا و ي ج ع ل  الل  ه  ف يه  خ ي ر ا ك ث ير ا      ف إ م س اك  ب م ع ر وف  أ و  ت س ر يح  ب إ ح س ان      إ ن  ما الن  ساء  ش قائ ق  الر  جال الألباني  ت ١٤٢٠   المرأة صانها الله جدا وأحاطها بأربعة رجال لحمايتها والانفاق عليها وكفايتها حاجتهاالأب ثم الزوج ثم الإبن فإن لم يكونوا فالاخ فإن لم يكونوا فعصبتها فإن لم يكونوا فمن يتقدم لذلك من عموم المسلمينيقول النبي ﷺالس اع ي على الأر م ل ة  والم س ك ين   كال م جاه د  في س بيل  الل  ه   أو  القائ م  الل  ي ل  الص ائ م  الن  هار    وأنتم ماذا قدمتم للمرأة جعلتموها سلعة وسيطة لتمرير أي منتج صناعي أيا كان وانظروا للإعلاناتجعلتموها تذل لتحصل على لقمة العيش حتى في اغنى المجتمعات كأميركا ربما تبيع نفسهاأخرجمتموها من بيت عزتها إلى منافسة الرجل في مهامه فقل احترامها من الرجل واصبح ينافسها حي في مقعد المواصلات بعد ان كان يقوم لها لتقعدولا حول ولا قوة إلا بالله العلي العظيم,1
بأدلة منطقية عقلية لا شرعية ولا من القرآن أو السنة  لماذا أنت مسلم ,1,تحياتي الطيبةالأدلة لإثبات العقائد وجب أن تكون عقلية  أو نقلية من مصدر ثبتت صحته بالعقل    والإسلام الذي أنعم الله علي به  والذي به عرفت معنى وجودي في الحياة  قد أجاب على أسئلة كل عاقل عن الكون والإنسان والحياة وبين الإسلام أن هذا الخالق هو الله  سبحانه  الصمد  الحي القيوم  الذي لا يموت  المحيي والمميت  بديع كل شيء تحياتي الطيبةالأدلة لإثبات العقائد وجب أن تكون عقلية  أو نقلية من مصدر ثبتت صحته بالعقل    والإسلام الذي أنعم الله علي به  والذي به عرفت معنى وجودي في الحياة  قد أجاب على أسئلة كل عاقل عن الكون والإنسان والحياة وبين الإسلام أن هذا الخالق هو الله  سبحانه  الصمد  الحي القيوم  الذي لا يموت  المحيي والمميت  بديع كل شيء الإسلام يقول أن الله أرسل عبده ورسوله محمد ليبين للناس معنى حياتهم  ويرشدهم إلى نظام من الخالق  الذي هو الله عز وجل  فالإسلام وجهة نظر ومنهاج في الحياة  إنه طريقة عيش متميزة في عقيدتها ونظامها  يصلح به حال الإنسان وحياته كما صلح حال هذا الكون القائم وفق النظام الكوني الذي فرضه الله  الله هو الحي القيوم المعجزة والدليل على صدق هذا الرسول هي القرآن الكريم  والقرآن الكريم المعجزة هو بنفس الوقت من الرسالة التي جاء بها الرسول هذا وبما أنه قد قام الدليل على صدق محمد بدعواه أنه رسول الخالق  وبما أن القرآن هو رسالة الخالق التي تتضمن الأجوبةعلى الجواب جاء من الله سبحانه بأنه هو الخالق  وعرفنا بأسمائه وصفاته  وما الذي يريده منا ملاحظة خاتمة بخصوص إعجاز القرآن الكريم إعجاز القرآن الكريم يقف عليه من ثلاثة أوجهولذلك بين القرآن الكريم ملاحظة أرجو الوقف معها مليا  وهي أن البشرية وجود من أنكر وجود الخالق  وليس ما يسجل التاريخ  وقد ذكر القرآن الكريم أولئك الذي يدعون أن الموت والحياة إنما تكون تبعا للزمن  ولكن عموما لم ينكر الإنسان وجود الخالق  لأن إنكار وجود الخالق يتنافى مع أدنى المسلمات العقلية   بل تصطدم مباشرة مع كينونة الإدراك  ولكن اختلف الناس في حقيقة الخالق والوصول إليه وما تعلق به  فوجد الش  رك بالله الخالق  سبحان الله وتعالى ولذلك أدعو كل إنسان عاقل أن ي عمل عقله بالإسلام وينظر إلى قلبه كيف يطمئن إلى الله إنك تحب الله  وقلبك يهفو إليه  استخدم عقلك ليلتقي العقل والقلب ساجدين بسجودك لله ودعوة خاصة إلى كل من آمن برب هذا الوجود  أن يكمل مشوار إيمانه ويسأل ربه  منه هو  ولماذا خلقه  وما الذي يصلح حاله قد تطرح أسئلة على نفس الباحث  فعليه قبل أن يضيع جهده وعمره بالسعي وراء سراب  أن يتحقق من صحة سؤاله هو  كهذا   تحياتي الطيبة,1
هل نحن أمة أعزها الله بالإسلام فإن ابتغينا العزة في غيره أذلنا الله ,1,بسم الله والحمد لله والصلاة والسلام على رسول الله   اما بعدنعم وأقولها بكل يقين فإن الله سبحانه وتعالى يقول في كتابه العزيز و ل ل  ه  ال ع ز  ة  و ل ر س ول ه  و ل ل م ؤ م ن ين   سورة المنافقون 8  و لا ت ه ن وا و لا ت ح ز ن وا و أ ن ت م  ال أ ع ل و ن  إ ن  ك ن ت م  م ؤ م ن ين   سورة آل عمران 139  فعزتنا كمسلمين مشروطة بتمسكنا بكتاب ربنا تبارك وتعالى وسنة نبينا صلى الله عليه وسلم وتطبيق تعاليم ديننا في واقع حياتنا اليومية فإذا حدنا عن منهج الله تعالى  وتركنا كتابه  وسنة نبيه صلى الله عليه وسلم  واستبدلناها بمعتقدات ومناهج الشرق والغرب  وأصبحنا نبتغي العزة في غيره أضلنا الله وأذلنا وسلط علينا شبسم الله والحمد لله والصلاة والسلام على رسول الله   اما بعدنعم وأقولها بكل يقين فإن الله سبحانه وتعالى يقول في كتابه العزيز و ل ل  ه  ال ع ز  ة  و ل ر س ول ه  و ل ل م ؤ م ن ين   سورة المنافقون 8  و لا ت ه ن وا و لا ت ح ز ن وا و أ ن ت م  ال أ ع ل و ن  إ ن  ك ن ت م  م ؤ م ن ين   سورة آل عمران 139  فعزتنا كمسلمين مشروطة بتمسكنا بكتاب ربنا تبارك وتعالى وسنة نبينا صلى الله عليه وسلم وتطبيق تعاليم ديننا في واقع حياتنا اليومية فإذا حدنا عن منهج الله تعالى  وتركنا كتابه  وسنة نبيه صلى الله عليه وسلم  واستبدلناها بمعتقدات ومناهج الشرق والغرب  وأصبحنا نبتغي العزة في غيره أضلنا الله وأذلنا وسلط علينا شر خلقه فالله تعالى ليس بينه وبين أحد من خلقه نسب فإذا استقام الناس على منهجه وشريعته أعزهم  وإذا انحرفوا عنه لم يبال بهم فشرط نصر الله تعالى للمسلمين  وإعزازه لهم هو التمسك بدينه وتطبيقه والعمل على نشره كما قال الله تعالى  ي ا أ ي  ه ا ال  ذ ين  آم ن وا إ ن  ت ن ص ر وا الل  ه  ي ن ص ر ك م  و ي ث ب  ت  أ ق د ام ك م   سورة محمد 7  فقد جاء الإسلام والعرب أجهل الأمم في الأرض وأكثرها تمزقا  وتخلفا  وعندما اتبعوا دين الإسلام توحدوا بعد التفرق  وتعلموا بعد الجهل حتى أصبحوا قادة الدنيا وسادتها  فتحقق لهم وعد الله الصادق و ع د  الل  ه  ال  ذ ين  آم ن وا م ن ك م  و ع م ل وا الص  ال ح ات  ل ي س ت خ ل ف ن  ه م  ف ي ال أ ر ض  ك م ا اس ت خ ل ف  ال  ذ ين  م ن  ق ب ل ه م  و ل ي م ك  ن ن   ل ه م  د ين ه م  ال  ذ ي ار ت ض ى ل ه م  و ل ي ب د  ل ن  ه م  م ن  ب ع د  خ و ف ه م  أ م نا  ي ع ب د ون ن ي لا ي ش ر ك ون  ب ي ش ي ئا  و م ن  ك ف ر  ب ع د  ذ ل ك  ف أ ول ئ ك  ه م  ال ف اس ق ون   سورة النور 55  وهذه الحقيقة فهمها الصحابة وسلفنا الصالح عليهم رضوان الله فقال عمر بن الخطاب رضي الله عنه   كنا أذل أمة فأعزنا الله بالإسلام  ومهما ابتغينا العزة في غيره أذلنا الله  وقال الإمام مالك   لن يصلح آخر هذه الأمة إلا بما صلح به أولها  فإذا أردنا كمسلمين أن نرجع إلى سابق عهدنا وعزنا فعلينا أن نرجع إلى دين ربنا  وهذا  إن شاء الله تعالى  ما سيتحقق يقينا ولو بعد حين ,1
ما مصير غير المسلمين الذين لا يسبون الإسلام ويدافعون عن صورته أمام العنصريين لكن لم يسلموا  من الممكن أن دعوة الإسلام لم تصل لهم بشكل صحيح لكنهم يدافعون عنه رغم ذلك بهدف التعايش ومقاومة العنصرية ,1,حالهم كحال ابي طالب عم رسول الله قال عنه ادنى اهل النار عذابا رجل في ضحضاح من نار او قال في رجليه نعلان من نار يغلي من هما دماغه او كما قال رسول الله,1
هل توجد فيديوهات توضح أهمية الحجاب لتحبب من تركته في لبسه ,1,السلام عليكم ورحمة الله وبركاته نعم هناك الدكتور اياد القنيبي له سلاسل رحلة اليقين وسلسة المراة ساضع لها روابط ان شاء الله له حلقات على اليويتيوب باسم الدكتور اياد القنيبي سلسلة المرأة يتحدث فها عن دور المراة في الاسلام حقوقها وواجباتهت رائعة جدا جزاه اله عنا خيرا ,1
انت كمسلم   هل تدعم عقوبة القتل و الاعدام بحق المرتديين عن الاسلام   ولماذا وجدت هذه العقوبة بالاساس    ,1,برأي موضوع العقوبات المتشددة في الاسلام لها حكمتها   فالله لم ينزل شيئ عبثا حتى وان لم يستوعب عقلنا البشري المحدود الحكمة وراء مثل هذه العقوبات ولكني مؤخرا بحثت اكثر في الموضوع ووجدت انها بالفعل عقوبات معقولة ومنطقية مادام الشخص المرتد بدأ بالتحريض لترك الدين وعمل فتنة ضد الاسلام  حفاضا على المجتمع وعلى اخلاقياته يجب ان يكون هناك عقوبات صارمة للحد من الانفلات  واكبر مثلا على ذلك هو المجتمع الاوروبي حيث يمكن لمن يشاء سب الدين والتحدث بسوء عن المتديينين  والنتيجة  انعدام الأخلاق وخراب العلاقة بين الكنسية والشعب ,1
كشاب  كيف ترى وضع الفتاة لصورتها على ملفها الشخصي  وكشخص متمرس في الدين ويمكنك قول فتوى  هل ترى هذا الأمر حرام أم حلال  مع الدليل ,0,لا يجوز النظر للأجنبية ولا الجلوس معها في برنامج تليفيزيوني كما يفعله بعض الجهال المحسوبين على الدين فيجلس مع امرأة متزينة بالاصباغ ويصعب على رأسه عمامة الازهر فيلبس على الناس بصنيعه ويخالف اجماع المسلمين بوجوب غض البصر,1
حدثني عن كرم الله ورحمته  ,1,شكرا على طلب إجابةكرم الله للأمة الإسلاميةمن خصائص هذه الأمة الإسلامية إكرامهم في الآخرة بالرحمة و ذلك بنص القرآن الكريم    أ و ر ث ن ا ال ك ت اب  ال  ذ ين  اص ط ف ي ن ا م ن  ع ب اد ن ا   ف م ن ه م  ظ ال م  ل  ن ف س ه  و م ن ه م م  ق ت ص د  و م ن ه م  س اب ق  ب ال خ ي ر ات  ب إ ذ ن  الل  ه    ذ  ل ك  ه و  ال ف ض ل  ال ك ب ير     سورة فاطر ماذا يعني هذا الكرم من الله لعباده يعني أن الله سبحانه قسم هذه الأمة الإسلامية إلى ثلاثة أنواع الأول ظالم لنفسه الثاني المقتصدالثالث السابق بالخيرات  وهو الفاعل بالواجبات التارك للمحرمات والمكروهات وبعض المباحات  يدخلون الجنة بغير حساب  إذاالأمة الإسلامية عموما مرحومة الظالم منها مغفور والمقتصد في الجنات و السابق في الدرجات بفضل كرم الله على عباده حيث كلهم سينتهون إلى الجنة وإلى النعيم على تفاوت الدرجات بشرط القيام بالكتاب   القرآن الكريم  الذين ورثوه  ياله من كرم   إكرام بالفضل في الجزاء حتى لمن أساء وهذا هو الإصطفاء وهناك أ نواع كثيرة متنوعة من أنواع الكرم التي أكرمها الله لعباده منها  رحمة الله واسعة من شرف هذه الأمة الإسلامية وفضلها ما جعله الله تعالى لها من سعة أبواب رحمته وعظيم تفض له بفتح أبواب التوبة و الترغيب فيها والحث على المبادرة إليها  قال تعالى   و ر ح م ت ي و س ع ت  ك ل   ش ي ء  ف س أ ك ت ب ه ا ل ل  ذ ين  ي ت  ق ون  و ي ؤ ت ون  الز  ك اة  و ال  ذ ين  ه م  ب آي ات ن ا ي ؤ م ن ون   الأعراف  156 وعن أبي هريرة رضي الله عنه  عن النبي   صلى الله عليه وسلم قال   إن   لله مائة رحمة  أنزل منها ر حمة  واحدة بين الجن   والإنس والبهائم والهوام  فب ها يتعاطفون  وبها يتراح مون  وبها تعطف الوحش  على ولدها  وأخ  ر الله تسع ا وتسعين رحمة ي رحم بها عباد ه يوم القيامة  المصدر  صحيح الجامع  خلاصة حكم المحدث  صحيح  قال الر سول عليه الص لاة والس لام   أن   رجلا  قال والله  لا يغف ر  الله  لفلان   وإن   الله  تعال ى قال من ذا ال  ذي يتأل  ى علي   أن لا أغفر  لفلان   فإن  ي قد غفرت  لفلان   وأحبطت  عمل ك  أو كما قال  قال رس ول  عليه الص لاة والس لام   لما خ ل ق  الل  ه  الخ ل ق   ك ت ب  في ك ت اب  ف ه و  ع ن د ه  ف و ق  الع ر ش   إ ن   ر ح متي ت غ ل ب  غ ض ب ي  عن عمر بن الخطاب قال  ق د م  على النبي صل  ى الله عليه وسل  م بسبي  فإذا امرأة من السبي تسعى إذ وجدت صبي  ا في السبي أخذت ه فألصقت ه ببطنها وأرضعته فقال لنا النبي صل  ى الله عليه وسل  م   أترون هذه طارحة ولدها في النار قلنا لا  وهي تقدر على ألا تطرحه  فقال الله أرحم بعباده من هذه بولدها  قال الرسول عليه الص لاة والس لام   لن ي دخل أحدا  عمل ه الجنة قالوا ولا أنت يا رسول الله  قال لا  ولا أنا  إلا أن يتغم دني الله بفضل ورحمة  فسددوا وقاربوا  ولا يتمنين  أحد كم الموت  إما محسنا  فلعله أن يزداد خيرا   وإما مسيئا  فلعله أن يستعتب  قال الرسول عليه الص لاة والس لام   فيقول الله عز وجل  شفعت الملائكة  وشفع النبيون  وشفع المؤمنون  ولم يبق إلا أرحم الراحمين فيقبض قبضة من النار فيخرج منها قوما  لم يعملوا خيرا  قط قد عادوا حمما   قال الرسول عليه الص لاة والس لام   لو يعل م  المؤمن  ما عند  الله  م ن العقوبة  ما طم ع بجن  ت ه أح د   ولو يعل م  الكافر  ما عند  الله  م ن الر  حمة  ما قن ط م ن جن  ت ه أح د   قال الرسول عليه الص لاة والس لام   الجنة أقرب إلى أحدكم من شراك نعله  والن ار مثل ذلك  ع ن  ع ائ ش ة  رضى الله عنها  ز و ج  الن  ب ى   صلى الله عليه وسلم ق ال ت   س أ ل ت  ر س ول  الل  ه  صلى الله عليه وسلم ع ن  الط  اع ون   ف أ خ ب ر ن ي   أ ن  ه  ع ذ اب  ي ب ع ث ه  الل  ه  ع ل ى م ن  ي ش اء   و أ ن   الل  ه  ج ع ل ه  ر ح م ة  ل ل م ؤ م ن ين   ل ي س  م ن  أ ح د  ي ق ع  الط  اع ون  ف ي م ك ث  ف ى ب ل د ه  ص اب را  م ح ت س با   ي ع ل م  أ ن  ه  لا  ي ص يب ه  إ لا   م ا ك ت ب  الل  ه  ل ه   إ لا   ك ان  ل ه  م ث ل  أ ج ر  ش ه يد   والحديث عن رحمة الله يطول مصنف في مجلدات  ,1
لا أستطيع الاستماع إلى الأذان خصيصا  أذان الفجر  عند سماعه أشعر بنار ولهيب غضب بداخلي ورغبة شديدة في البكاء  لا أريد البقاء على الملة ولا أريد أن أسمع أي شعائر أو عبادات دينية  أشعر بالهلاك والوهن  ماذا أفعل  أموري كلها لا ترضيني ولا ترضي أحد ,1,هذة الحالة تدل على إنك فى صراع مع نفسك الأمر ة بالسوء و النفس اللوامة فيجب عليك المواجهة و اكثر من الدعاء و الاستغفار و استعن بالله فى طلب الهداية و حاول تبعد نفسك بالتدريج عن الملهيات واصدقاء السوء و التقرب من الصالحين   حاول ولا تعجز و أخلص النية والله المستعان,1
ما سر الرقم 3 في ديننا الإسلامي  الطلاق 3  وهجر أخيك 3 أيام أو ليال  والاستتابة 3  وقس عليها بعض الأمور ,0,ديننا ليس عملية حسابية  وفيه كثير من الأحكام التي لا نعلم حكمتها  فلا يتشتت عقلك بأمر كهذا ,1
هناك آية حيرتني  هل يمكن القول اليوم لليهود والنصارى  لستم على شيء حتى تقيموا التوراة والإنجيل وما أنزل إليهم من ربهم   أم لم يبقى لهم في كتبهم ما يقيمون ,1,لقد اجبت نفسك بنفسك اذ لم يبق لهم في كتبهم مايقيموه لأن كتبهم محرفه,1
أريد مشاهدة مسلسل إسلامي ,1,نصيحني لا تشاهد أي مسلسلاتلا إسلامية    _ ليس في الإسلام مسلسلات هذا كذب على هذا الدين العظيم_ولا غير إسلامية وكلها غير إسلامية يا عزيزيثم أصحاب هذه المسلسلات يحرفون ويشوهون التاريخ الإسلامي العظيم جدا ويلبسون على الناس جداولا يقوم بها إلا أصحاب الباطل والخمور والنساء الكاسيات العارياتثم إن وقتك أغلى من أن تضيعه في هذه الأشياء ستسأل عن عمرك فيما أفنيتهاتعلم دينك من كتاب ربك ومن سنة نبيك ﷺوافتح كتاب أحسنهذا الإعلام والأفلام والمسلسلات مسخت عقول كثير من الناسولا حول ولا قوة الا بالله العلي العظيم,1
بماذا تنصحني قبل فترة الخطوبة ,0,قبل فترة الخطوبة واخيرا اعلمي ان الزواج هدفه بناء الاسرة الايجابية في المجتمع وليس فقط الانجاب والاهمال دون تربية سليمة صحيحة تعود بالنفع على المجتمع,0
السلام عليكم ورحمة الله وبركاته سؤالي باختصار هل هناك منح دراسية لطلاب العلم الشرعي في جامعات الخليج  من لديه أي فكرة لا يبخل علينا بالاجابة فضلا وجزاكم الله خير,0,   منحة_جامعة_نجران_في_المملكة_العربية_السعودية_2022   ممولة بالكامل           عن_المنحة      منحة جامعة نجران في السعودية 2022 مفتوحة الآن للطلاب حول العالم للتقدم بحصول علي طلب منحة ممولة بالكامل  تحقق المملكة هدفها السامي من خلال منح المنح الدراسية للطلاب الدوليين المتفوقين في جامعة نجران  المرحلة_الدراسية    بكالوريوس  ملاحظات    ي توقع من طلاب المنح الدراسية للخريجين الوفاء بالتزاماتهم البحثية بأفضل ما لديهم من معرفة وتدريب وقدرات  للقيام بمسؤولياتهم وأداء واجباتهم وفق ا لجميع قواعد ولوائح الجامعة يجب أن يكرسوا قدر ا كافي ا من الوقت والطاقة لتحقيق شهادتهم  التخصصات_المتاحة       تشمل منحة جامعة نجران التخصصات كما يلي  ﻛﻠﻴﺔ ﺍﻟﻬﻨﺪﺳﺔ  ﻛﻠﻴﺔ ﻋﻠﻮﻡ ﺍﻟﺤﺎﺳﺐ ﻭﻧﻈﻢ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ  ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﻭﺍﻷﺩﺍﺏ  ﻛﻠﻴﺔ ﺍﻟﺸﺮﻳﻌﺔ ﻭأﺻﻮﻝ ﺍﻟﺪﻳﻦ  ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﺩﺍﺭﻳﺔ  ﻛﻠﻴﺔ ﺍﻟﺘﺮﺑﻴﺔ  ﻛﻠﻴﺔ ﺍﻟﻤﺠﺘﻤﻊ    كل التخصصات متاحة الا التخصصات الطبية  التمويل     تغطي منحة جامعة نجران التمويل كما يلي  اعفاء كامل من الرسوم الدراسية  سكن مجاني  راتب شهري  تكاليف السفر  تأمين صحي  تكاليف الاقامة  شروط_التقديم     تطبق على طلاب المنح الخارجية شروط القبول المطبقة على السعوديين في مؤسسات التعليم العالي عدا شرط القدرات و التحصيلي   ألا يقل سن الطالب عن  17  سنة ولا يزيد عن  25  سنة لمرحلة البكالوريوس   ألا يكون الطالب قد سبق له الحصول على منحة دراسية من إحدى المؤسسات التعليمية في المملكة   أن ت صد  ق الشهادات والأوراق الثبوتية من الجهات المختصة في بلد الطالب  وكذلك السفارة في بلد الطالب   ألا يكون مفصول ا من إحدى المؤسسات التعليمية في المملكة   لا يحق لطالب المنحة تغيير تخصصه بعد قبوله على تخصص معين   أن يكون مع الطالبة محرم  وفق ا للتعليمات المنظمة لذلك  على أن يكون مشمول ا بمنحة أو يكون لديه إقامة نظامية  أو يقدم على سجل صاحب عمل بحاجة إلى خدماته   أن يجتاز الطالب الفحص الطبي الذي تقرره الجامعة   أن توافق حكومة بلد الطالب على منحة الدراسة بالمملكة للدول التي تشترط ذلك على الطلاب السعوديين   أن يجيد المتقدم اللغة العربية نطق ا وكتابة   الملفات_المطلوبة      شهادة خلو من السوابق من الأجهزة الأمنية في دولته   صورة واضحة لجواز السفر ساري المفعول   صورة لشهادة الثانوية العامة   إفادة بأنه يجيد اللغة العربية نطق ا وكتابة  رابط_التقديم  منقول من قناةFull ScholarshipsScholarships  Internships  Opportunities  Grants  Free Courses  Competition ,0
هل يمكن اجتماع الأمر والنهي في آن واحد ,0,طبعا  فالأمر بالمعروف هو ان تنهي عن المنكر  فهما رداءا لفعل واحد ولا يحق النهي إلا بعد الأمر بالمعروف ونفاذ سبله والله أعلم,1
كيف نتقرب إلى الله أكثر ,0,هذا اهم شي يكون لانسان ان يريد اتقرب من اللهعليك با الخشوع لله تعال في صلاتكعليك ان تذكر الله في كل وقتعليك ان تكون صادق الكلامعليك ان تعطف علي اليتيم وتمسح على راس اليتيمعليك ان تصلي النوافلعليك ان تقوم اليلعليك بصدقةعليك ان تكون اخلاقك جميلةعليك ان تصلي علي رسوال الله اللهم صلي وسلم وبارك علي نبينا  محمد,1
هل المقولة التالية صحيحة   كل من يسترزق من الدين كاذب ويؤدلج لمن يدفع له  ,1, فويل للذين يكتبون الكتاب بأيديهم ثم يقولون هذا من عند الله ليشتروا به ثمنا قليلا فويل لهم مما كتبت ايديهم وويل لهم مما يكسبون ,1
هل تسمح الشريعة الإسلامية بتمرد ونقد المواطنين للخليفة ,0,فرق كبير بين التمرد والنقد   التمرد يعني منازعة الحكم وخلع الطاعة   والشريعة تنهي عنه لما يترتب عليه من فساد في الأرض  أما النقد فيتضمن المراجعة وطلب التفسير وتقديم النصح   وهذا ما افتقدته الأمة على مدار تاريخها   وهو واجب شرعا  ,1
