Question,Subj_Q,Answer,Subj_A
ماهو رأي الشعب المصري بعد بيع قناة السويس بمبلغ ٢٠ مليار  اذا ماعلمت ان الصين وقعت عقود استثمارية يفوق هذا المبلغ اضعاف خدمات لوجستية فقط ,0,عفوا    ولكن كمواطن مصري أرجو منك توضيح مصدر الخبر ومدى موثوقيته وتفاصيل أكثر  مثلا  ما المقصود ب  قناة السويس  التي تم بيعها  حسب زعمك   هل هي المجرى الملاحي أم الشركة أم المرافق أم الخدمات اللوجستية المقدمة بعدها أقدر اقولك رأيي,0
 ماكرون يدعو أوروبا إلى الحد  من الاعتماد على الولايات المتحدة لدعم أمنها  تكررت هذه الدعوة من فرنسا  وأحيانا شاركتها بها ألمانيا  فهل ترى أن لأوروبا مستقبل خارج المظلة الأمريكية مع الأخذ بعين الاعتبار لواقع القرار السياسي الأوروبي وعضوية أوروبا في حلف الناتو وخروج بريطانيا من المجموعة الأوروبية ,0,اليمين يصعد في أوربا و يبحث عن استعادة هويته التقليدية بعيد عن أمريكا و اليسار المخصي  ماكرون وسطي لكنه ما زال يحاول إرضاء اليمين المتصاعد في دولته و حولها  ,1
وكالة الأناضول  أردوغان يعلن رفع الحد الأدنى للأجور في تركيا ليصبح نحو 455 دولار اعتبارا من بداية يناير 2023  فالزيادة في الحد الأدنى للأجور بلغت 100 في المئة مقارنة بيناير الماضي و54 66 في المئة مقارنة بتموز يوليو الماضي  وذكر الرئيس التركي أن متوسط   الزيادة السنوية بلغ 74 43 في المئة  ما رأيك في ذلك مع الأخذ بعين الاعتبار التضخم وارتفاع الأسعار عموما والمواد الأساسية خصوصا ,0,التضخم المالي هو ارتفاع في الأسعار وسببه التوسع في عرض النقود وبعبارة أخرى زيادة في كمية النقود   زيادة القوة الشرائية بيد المجتمع مثل الزيادة في الأجور وزيادة المحروقات وتضخم الكلفة بصفة عامة   تزيد عن السلع والخدمات المتاحة وبعبارة أكثر بساطة التضخم المالي في الأسواق العالمية هو كمية كبيرة من النقود تطارد كميةقليلة من السلع والخدمات   نقود كثيرة يقابلها سلع قليلة نتيجة الاحتكار من طرف المستكرشين الذين هم في بطونهم نار وتقول هل من مزيد    وهناك عبارة مشهورة زيد الماء زيد الدقيق كل هذا نتيجة النظام الليبرالي المتوحش فالغني يزداد غناء والفقير يزداد فقرا مع العلم هاته الحرب التي تدور حاليا بين روسيا من جهة و اكرانيا التي تخوذ حربا وبغباء مفرط من رئيسها بالوكالة عن الغرب فهي حرب اقتصادية بامتياز بين القطاع الخاص وهو الغرب يمثل الطبقة الرأسمالية وروسيا والصين من جهة اخرى يمثلان الطبقة الاشتراكية وبالأحرى القطاع العام     وعلى ضوء هذه التعاريف يعتبر التضخم المالي ظاهرةنقدية سببه الإصدار الزائد من النقود لا يقابله في نفس الوقت التوسع في إنتاجالسلع والخدمات   دخول حقيقية للمجتمع  أن التضخم دائما  وفي كل مكان ما هو الاظاهرة نقدية,1
لماذا لانرى تحالف حقيقي بين كوريا الشمالية مع صين وروسيا مثل ما تفعل ايران اتفاقيات مع صين وروسيا  ,0,السلام عليكم ورحمة الله وبركاتهأشكرك على السؤال  إنه سؤال مستنير وهامبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته العلاقة بين إيران وروسيا تشبه 100  العلاقة بين جمال عبد الناصر طاغية مصر المقبور والاتحاد السوفييتي المبتور فظاهريا وإعلاميا إيران على عداء مع أمريكا  ولكن حقيقة فهي الحليف الأهم في المنطقة لأمريكا  وقد أثبت إيران ذلك في حمايتها لظهر أمريكا في حروبها في المنطقة من أفغانستان وحتى سوريا وكما كان الاتحاد السوفيتي يعلم بعمالة جمال عبد الناصر لأمريكا  ولكن سياسيا اقتضت المصلحة أن يتغاضى عن ذلك ويظهر ما يشبه التحالف معه  فإن روسيا تعلم حقيقة موقف إيران  ولذلك تتعامل معها بحذر شديد  وأذكرك بموقف بوتين المهين للرئيس الإيراني عند زيارة الأخير لموسكو  روسيا تعلم أن إيران تتعامل معها بتنسيق بل وبإمرة أمريكا  وما تزويد إيران لروسيا بالطائرات المسيرة إلا كتطمينات بايدن لروسيا بخصوص الدخول إلى أوكرانيا  وكالتنسيق الروسي الأمريكي لتدمير سوريا أما بخصوص كرويا  فهي حليف للصين  وما مواقف الصين في الأمم المتحدة التي قد توحي بغير ذلك  فما هذه إلا من باب المجاملة السياسية  ولذلك أيضا تقف روسيا بحذر شديد تجاه كوريا الشمالية مجاملة للصين  فكوريا الشمالية بالنسبة للصين من أمنها الإقليمي للأسف إن الأنظمة في العالم الإسلامي ومنه العربي كلها أنظمة تتراوح بين العمالة والتبعية  ولهذا أوجدها المستعمر  وترعاها الدول الفاعلة دوليا للحيلولة دون استعادة الأمة مكانتها الدولية في ظل دولتها الواحدة  دولة الإسلام لذلك وجب على الأمة أن تقف وقفتها وتقول كلمتها وإن غدا للعاملين له لقريب بإذن الله  إن الله هو العزيز الرحيم تحياتي الطيبة  السلام عليكم ورحمة الله وبركاته,0
وكالة معا  طالبت وزارة الخارجية والمغتربين  في بيان لها يوم الاثنين 2022 12 19م بتحرك دولي وأمريكي فاعل يخرج من دائرة التشخيص والمطالبات وإبداء القلق والتخوفات التي تتعلق بقشور الصراع وبعض نتائجه  وبذل جهد حقيقي فاعل لحل الصراع وليس إدارته  عبر اتخاذ ما يلزم من الإجراءات والضغوط لإجبار دولة الاحتلال على الانخراط في عملية سياسية حقيقية ت فضي لإنهاء الاحتلال لأرض دولة فلسطين وفق قرارات الشرعية الدولية  ما تفسيرك لحقيقة هذا الطلب ,0,عندما كانت الظروف في العالم افضل من الوقت الحالي بكثير لم يتحرك احد فقط لابرام معاهدات سلام او قرارات بلا فائده وكانت نتيجتها معروفه للجميع فلم تسمن ولم تغني من جوع امريكا واوروبا وهي القوى الفاعله والمؤثره على اليهود هي حاليا مشغوله بأكرانيا وروسيا وايران وهناك احتمال من حدوث اضطرابات في كوسوفو وكذلك تمدد النفوذ الصيني فهذه الاولويات لها لذلك لا اتوقع ان يكون لهذا التصريح أي اثر يذكر نعم حكومة الاحتلال الحاليه حكومه متشدده وهناك سقف عالي لطموحاتها ومنها ما يذكر كالانسحاب من معاهدات السلام وانهاء السلطه واعادة احتلال المناطق لكن هذا صعب التنفيذ لان الذي اجبر اليهود للسلام كان الضغط الداخلي والعندما كانت الظروف في العالم افضل من الوقت الحالي بكثير لم يتحرك احد فقط لابرام معاهدات سلام او قرارات بلا فائده وكانت نتيجتها معروفه للجميع فلم تسمن ولم تغني من جوع امريكا واوروبا وهي القوى الفاعله والمؤثره على اليهود هي حاليا مشغوله بأكرانيا وروسيا وايران وهناك احتمال من حدوث اضطرابات في كوسوفو وكذلك تمدد النفوذ الصيني فهذه الاولويات لها لذلك لا اتوقع ان يكون لهذا التصريح أي اثر يذكر نعم حكومة الاحتلال الحاليه حكومه متشدده وهناك سقف عالي لطموحاتها ومنها ما يذكر كالانسحاب من معاهدات السلام وانهاء السلطه واعادة احتلال المناطق لكن هذا صعب التنفيذ لان الذي اجبر اليهود للسلام كان الضغط الداخلي والخارجي لذلك من سيفعلها سيكون بدون تفكير وبعد نظر وهذا غير وارد من وجهة نظري لان اليهود يخططون لفترات طويله الاحتلال لم يجد وسيله للتخلص من معاناتة من احتلال غزه الا بالخروج منها وهو السبب نفسه لابرام معاهدات السلام والخروج من مدن الضفه الغربيه لذلك لن يعيدو الكره مرة اخرى حتى مع الحكومه الجديده والتي هي الاكثر تشدد في تاريخهم اليهودي المتطرف إيتمار بن غفير والذي سيتولى وزارة الأمن القومي حذر انصاره من محاولة المضي بسرعة كبيرة في تنفيذ أجندته ولذلك لن بكون هناك خوف كبير من افعالهم لكن المؤكد ان الوضع سيتعقد اكثر عما هو عليه حاليا حكام العرب طبعوا مع اليهود والشعوب لم تطبع لذلك من مصلحة العالم ان تبقى الدول العربيه مستقره ولذلك سيتم الضغط على اليهود في حال حصول تصرفات شاذه ,0
اختتام فعاليات مونديال قطر لكرة القدم  كأس العالم   فما رأيك فيه وما واكبه ,0,السلام عليكم ورحمة الله وبركاتهالأستاذ الفاضل   عبد الله مسلم مع الشكر لتوجيه السؤالمع الأخذ بالإعتبار إجابات الأخوة الأفاضل حول هذا الموضوع ولكني أصارحك القول لست  من متابعي كرة القدم مع إحترامي لجميع محبي هذه الرياضة ومع إحترامي لكل الجهود التي ب ذلت من أجل  الإسلام كان  العالم  منبهرا  في كل شيء وكأن الإسلام كان خفيا  مجهولا  غريبا  وإذ   به يظهر فجأة    فلنسجد لله تعالى على الكثير الكثير من هذا البذخ الذي دلنا على الإسلام  وجعلنا   نذوب  فرحا  حين ي عجب  الأجنبي  بشيء بسيط ي عبر عن ثقافتنا   الإسلامية هذا رأيي  وأما ما واكب هذا الحدث البالغ الأهمية فكان الآتي السلام عليكم ورحمة الله وبركاتهالأستاذ الفاضل   عبد الله مسلم مع الشكر لتوجيه السؤالمع الأخذ بالإعتبار إجابات الأخوة الأفاضل حول هذا الموضوع ولكني أصارحك القول لست  من متابعي كرة القدم مع إحترامي لجميع محبي هذه الرياضة ومع إحترامي لكل الجهود التي ب ذلت من أجل  الإسلام كان  العالم  منبهرا  في كل شيء وكأن الإسلام كان خفيا  مجهولا  غريبا  وإذ   به يظهر فجأة    فلنسجد لله تعالى على الكثير الكثير من هذا البذخ الذي دلنا على الإسلام  وجعلنا   نذوب  فرحا  حين ي عجب  الأجنبي  بشيء بسيط ي عبر عن ثقافتنا   الإسلامية هذا رأيي  وأما ما واكب هذا الحدث البالغ الأهمية فكان الآتي   في المعتقلات   خضعت النساءكانت النساء المعتقلات وقد فشلت المحكمة العليا في الهند في إصدار حكم بشأن ما إذا كان بإمكان الطالبات المسلمات ارتداء الحجاب في المدارس والكليات  حيث عبر قاضيان عن وجهات نظر متعارضة تقول التحقيقات الاستقصائية والبيانات الرسمية الموثقة إن اختفاء الأطفال والمراهقين المهاجرين غير المصحوبين بذويهم تتزايد عام ا تلو الآخر أن المنظمات الإجرامية تستهدف الأطفال المهاجرين بشكل متزايد  وهناك الكثير من المآسي والمعاناة التي تحتاج   لتسليط الضوء عليها وعدم نسيانها في غياهب الإحتفالات والأضواء والهتافات والصراخ  كما يحتاج الكثيرين أيضا     للقليل من هذا المال لتأمين الخبز والدواء     ,1
هل تفكر المملكة المتحدة بسحب مساعداتها العسكرية من أوكرانيا  ووقف تقديم دعم جديد لكييف مع دخول الحرب مرحلة حرجة أشارت صحيفة ديلي إكسبرس إلى ذلك  وأثار رئيس الوزراء سوناك مخاوفه  بعد تحذيرات من خبراء محليين ودوليين  بأن الحرب دخلت منعطفا  خطيرا   ووفقا  للصحيفة  علم مراسل بي بي سي  أن سوناك طلب تقييما  و برنامج محاكاة  لتطورات الحرب في أوكرانيا  وقالت ديلي إكسبرس في تقريرها  إن طلب سوناك المفاجئ قد تسبب في إثارة الذعر في الوسط السياسي البريطاني  في المقابل  نفى مسؤول في الحكومة البريطانية التلميحات السابقة  وأكد أن سوناك يدعم أوكرانيا بقوة   موقع 24 ,0,توشك الحرب الروسية على أوكرانيا أن تنهي عامها الأول وسط مخاوف حقيقية بسبب فصل الشتاء وعلاقة هذه الحرب بإمدادات الطاقة العالمية  فالحرب تدخل منعطفا خطيرا وخاصة على أوكرانيا بالدرجة الأولى يتزامن ذلك مع تراخي الغرب في دعم أوكرانيا خاصة أمريكا  وها هي بريطانيا تتبعها  بل أصبحوا يحثونها على التفاوض مع روسيا وإيجاد مخرج لهذه الحرب إن الغرب مثله  توشك الحرب الروسية على أوكرانيا أن تنهي عامها الأول وسط مخاوف حقيقية بسبب فصل الشتاء وعلاقة هذه الحرب بإمدادات الطاقة العالمية  فالحرب تدخل منعطفا خطيرا وخاصة على أوكرانيا بالدرجة الأولى يتزامن ذلك مع تراخي الغرب في دعم أوكرانيا خاصة أمريكا  وها هي بريطانيا تتبعها  بل أصبحوا يحثونها على التفاوض مع روسيا وإيجاد مخرج لهذه الحرب إن الغرب مثله  لقد رهنت القيادة الأوكرانية نفسها للغرب منذ اليوم الأول من الحرب  وقدم لها أسلحة متطورة كادت أن تودي بروسيا وجيشها الضعيف المهترئ حتى تفاهمت مبدئيا من تحت الطاولة مع أمريكا بلقاءات متكررة لوفود من روسيا وأمريكا في تركيا  اتفقوا على ما يبدو على أمور خلافية بينهما  وبعدها قامت روسيا ميدانيا بالانسحاب من الضفة الغربية لمدينة خيرسون كبادرة حسن نية وصرح زيلينسكي في حينها أن ذلك لا يكفي وبدا عليه التوتر  وبعدها بدأت تعلو الأصوات الغربية شيئا فشيئا من أجل إحلال السلام في أوكرانيا إن ما تقوم به أوكرانيا من محاولات لاستجداء الغرب ليغير رأيه أو للهجوم العنيف على جبهة القتال لن يغير من السياسة الغربية تجاه الحرب إن المبدأ الرأسمالي وكل من يعتقده يتحول إلى وحش ومجرم بلا دين أو قيم  فأمريكا ومن معها هي دول إجرامية تضحي بأقرب صديق لها من أجل مصلحة بسيطة  فليع  الدرس من هذه الحرب حكام المسلمين وليعلموا أن أمريكا ستضحي بهم عند أول تشابك مصالح لها اللهم عجل بنصرك الذي وعدت  وأعنا على تحكيم شرعك لننقذ أنفسنا وغيرنا من شر الكفر وجميع ملله  اللهم آمين كتبه د  محمد الطميزي,0
تنبأ رامي مخلوف  رجل الأعمال السوري وابن خال رئيس النظام السوري بشار الأسد  بأن يكون العام المقبل عام الحل في سوريا  معتبرا أن عام 2023 سيكون  سنة سورية بامتياز   أخذا بعين الاعتبار مكانة رامي مخلوف من النظام السوري ومن بشار  ما الذي يقصده في ظل محاولات التطبيع مع نظام الإجرام الحاكم  هل هذا إشارة لاستبدال حذاء است هلك بحذاء جديد ضمن نفس النظام ,0,رامي من حقل الزنا ذاته فلا يمكن استبدال قرد بخنزي وهذا نسميه حل,1
 الجيش الذي أقوده خالي الوفاض    مسؤولون بالجيش الألماني يكشفون عن مشكلات فنية واستراتيجية قد تعوق الوفاء بالتزامات بلادهم تجاه حلف الناتو    ما تعليقك على هذا الخبر  مع الأخذ بعين الاعتبار لقدرة ألمانيا الاقتصادية ومكانتها الأوروبية وعضويتها في الناتو ,0,لان الاعتماد كله والتبعية لامريكا,1
التقى وفد من ضباط تابعين للقوات الأمريكية في سوريا مع القائد السابق للواء ثوار الرقة أحمد علوش  أبو عيسى   وقد جرى اللقاء في مقر الفرقة السابعة عشرة وهذه الفرقة كانت أكبر تمركز لقوات النظام قبل أن تتم السيطرة عليها من قبل الجيش السوري الحر  بحسب المعلومات التي نقلتها شبكة نهر ميديا  فإن الضباط الأمريكيين طلبوا من أبو عيسى إعادة تشكيل اللواء بعدما قامت قوات سوريا الديمقراطية بحله بعد سيطرتها على عاصمة داعش  اللافت للنظر أن الاجتماع المشار إليه تم بين القوات الأمريكية وقائد لواء ثوار الرقة دون حضور أي ممثل عن قوات سوريا الديمقراطية  قسد   ما تفسيرك لهذا الموقف ,0,شكرا  لتوجيه سؤالك ليلا أعرف نوايا الاخرين    ولكن في رأيي المتواضع ومن قرائتي العامة لا يوجد في كل القوى الموجودة على الساحة أي قوى تسعى لاستقرار سوريا أو حتى حقن الدماء    ولكن كل هذا سينتهي على عكس ما يظن البعض    وسينتهي قريبا  ان شاء الله    كيف  هذا شأن الله يفعله كيف يشاء   لن أملي على الله كيف يفرج على عبادة   ولكن هذا ظني به    لأن ما تمر به الامة اليوم مرت به قبل ذلك على مر العصور بأسوأ منه عدة مرات وتخطته وإزدهرت    كل هذا سيمر    وكل من آذانا سيدفع ثمن أذاه    من دمه وأغلى ما يملك إن شاء,1
كشف وزير النقل المصري  كامل الوزير  أن هناك تنافسا قطريا إماراتيا على تشغيل موانئ مصر  بعد طرحها أمام القطاع الخاص  ونقلت شبكة  سي إن بي سي العربية   عن الوزير  قوله إن  شركات عالمية من الإمارات وقطر وألمانيا والصين تتنافس للحصول على موانئ مصرية  ولفت إلى أن هناك مفاوضات فعلية جارية مع الإمارات وقطر لتشغيل موانئ العين السخنة  وسفاجا  وغيرهما  ويرافق ذلك جدل كبير بمصر خوفا من بيع  قناة السويس     حديث الوزير المصري  يأتي بعد نحو شهرين من تلميح السيسي  على طرح موانئ مصر  والمشافي المملوكة للدولة  أمام القطاع الخاص  إلى أين يسوق السيسي مصر اقتصاديا ,0,شكرا  لتوجيه سؤالك ليسوف أتكلم عن تخصصي فقطميناء السخنة الحالي بالفعل ميناء يتم إدارته من موانئ دبي منذ ٢٠٠١    وهذا أمر يعرفه كل من يعمل في مجال الشحن والتفريغ وسلاسل الامداد    وهذا أمر تقوم به كل الدول لاستغلال أصولها وببنيتها التحتية لتحقيق دخل ريعي في العالم بما فيها ما يسمى بالدول العظمى ولا علاقة لهذا البند بالبيع والتفريط وغير ذلك من التصنيفات السياسية بل والدينية التي يتم إلصاقها بهذه المواضيع الفنية   مؤخرا  يتم توسيعات تضاعف قدرات الميناء الحالي لخمسة أضعاف سعته القديمة ويتم طرحها لحق الانتفاع أو الادارة بتقاسم الارباح أو حسب ما يتم الاتفاق عليه لإسترداد قيمة الاستثمار وتحقيق ربح ريشكرا  لتوجيه سؤالك ليسوف أتكلم عن تخصصي فقطميناء السخنة الحالي بالفعل ميناء يتم إدارته من موانئ دبي منذ ٢٠٠١    وهذا أمر يعرفه كل من يعمل في مجال الشحن والتفريغ وسلاسل الامداد    وهذا أمر تقوم به كل الدول لاستغلال أصولها وببنيتها التحتية لتحقيق دخل ريعي في العالم بما فيها ما يسمى بالدول العظمى ولا علاقة لهذا البند بالبيع والتفريط وغير ذلك من التصنيفات السياسية بل والدينية التي يتم إلصاقها بهذه المواضيع الفنية   مؤخرا  يتم توسيعات تضاعف قدرات الميناء الحالي لخمسة أضعاف سعته القديمة ويتم طرحها لحق الانتفاع أو الادارة بتقاسم الارباح أو حسب ما يتم الاتفاق عليه لإسترداد قيمة الاستثمار وتحقيق ربح ريعي من هذا الاستثماراما أين يسوق السيسي الاقتصاد فهذا سؤال يحتاج لمقالات وارقام يرد عليها خبراء الاقتصاد وانا أقوم بتدريس الاقتصاد الجزئي فقط ولست مؤهلا  علميا  للحديث في الباقي تفصيلا  حيث أصبح الآن هناك عدد لا حصر له على السوشيال ميديا الذين يفتون في كل شيء  يستطيعون الاجابة عن كل هذه الاسئلة كل  حسب هواه وانا لله وانا اليه راجعون   ويعنونها بالعبارة الذهبية  ,0
العربية  في مقطع فيديو على وسائل التواصل الاجتماعي   الرئيس الأميركي بايدن يقول إن الاتفاق النووي لعام 2015 مع إيران  قد مات   لكنه شدد على أن واشنطن  لن تعلن رسمي ا عن وفاته  ما تعليقك ,0,جون بايدن من منظومة العالم القديم وكذلك المشيعة في إيران فأنا أرى أنه لا خلاف بين واشنطن وطهران,1
العربية  أثار قرار حكومة طالبان بمنع الفتيات من ارتياد الجامعات قلقا  عميقا  وتنديدا  بالأوساط الدولية  وأبدى الأمين العام للأمم المتحدة أنطونيو غوتيريش  الثلاثاء   قلقه العميق  وقال ستيفان دوجاريك  المتحد ث باسم غوتيريش في بيان  إن  الأمين العام يجد د التأكيد على أن الحرمان من التعليم لا ينتهك المساواة في الحقوق للنساء والفتيات فحسب  بل سيكون أثره مدم را  على مستقبل البلاد   وتزامنا  قال البيت الأبيض إن الولايات المتحدة على اتصال بالحلفاء حول قرار وزارة التعليم العالي الأفغانية التي تديرها حركة طالبان  بتعليق دراسة الطالبات في الجامعات حتى إشعار آخر  ما حقيقة تباكي النظام العالمي على المرأة  المسلمة  ,0,منع الفتيات من التعليم ليس من الإسلام في شيء  ولقد أعلن وزير التعليم العالي في أفغانستان أن هذا قرار تنظيمي جاء لمنع الاختلاط وتبعاته  والمجتمع الأفغاني فوق التزامه بقواعد الإسلام فإنه مجتمع محافظ بطبعه ونحن نتفق معه في هذا الهدف ونختلف معه في الوسيلة  فمن الأفضل أن تكون تلك فرصة لإيجاد حلول لمشكلة موجودة في بلادنا الإسلامية كلها حتى أنها لم تعد ت رى كمشكلة مع أننا نرى تبعاتها كل يوم من الممكن مثلا  أن ت قس  م ساعات الجامعة أو أيامها بين الذكور والإناث  الخ من هذه الوسائل التنظيمية التي تحقق الهدف ولا تكلف الدولة في حالة التردي الاقتصادي الحالي هذا بشأن أفغانستان  لكن قلق الغرب هو الشيء غير المنع الفتيات من التعليم ليس من الإسلام في شيء  ولقد أعلن وزير التعليم العالي في أفغانستان أن هذا قرار تنظيمي جاء لمنع الاختلاط وتبعاته  والمجتمع الأفغاني فوق التزامه بقواعد الإسلام فإنه مجتمع محافظ بطبعه ونحن نتفق معه في هذا الهدف ونختلف معه في الوسيلة  فمن الأفضل أن تكون تلك فرصة لإيجاد حلول لمشكلة موجودة في بلادنا الإسلامية كلها حتى أنها لم تعد ت رى كمشكلة مع أننا نرى تبعاتها كل يوم من الممكن مثلا  أن ت قس  م ساعات الجامعة أو أيامها بين الذكور والإناث  الخ من هذه الوسائل التنظيمية التي تحقق الهدف ولا تكلف الدولة في حالة التردي الاقتصادي الحالي هذا بشأن أفغانستان  لكن قلق الغرب هو الشيء غير المبرر أمريكا على اتصال بالحلفاء للتدخل في شئون دولة إسلامية خوف ا على مستقبل بلد كانت تدك شعبه بالأسلحة الثقيلة والطيران على مدار عقدين من الزمن ولم تخرج منه إلا بهزيمة منكرة لماذا لم تهتم أمريكا بمن يموتون جوع ا في أفغانستان بسبب سياسة التجويع والحصار الذي يفرضونه هم أنفسهم على الشعب الأفغاني حتى اللحظة  هل ترى أمريكا أن التعليم من الحقوق في حين الغذاء من الرفاهيات لماذا لم تتصل أمريكا بالحلفاء عندما م ن ع ت المحجبات من ارتياد المدارس الحكومية في 2004 وم ن ع ت المنتقبات من ارتياد أي مكان عام حتى الشارع في 2010 وف ر ض ت عليهن الغرامات في فرنسا سيقول لك العلماني العربي   ,0
دبي  الإمارات العربية المتحدة  CNN    قال وزير الخارجية الإيراني حسين أمير عبداللهيان إنه التقى عددا من نظرائه في  مؤتمر بغداد  منهم وزير الخارجية السعودي  وتابع وزير الخارجية الإيراني قائلا   وقد أکد لي الوزیر السعودي استعداد بلاده لاستمرار الحوار مع ایران   حسب قوله  ما تعليقك ,0,التهدئة مطلب الدولة المهيمنة على منطقة   الشرق الأوسط الكبير   ليس من شك ان الاوضاع الدولية الراهنة التي تظهر فيها اصابع السياسة الامريكية بوضوح   لم تنشأ من فراغ كما أنها لم تكن وليدة احداث بعينها  وإنما هي نتاج تخطيط استراتيجي طويل   لم يكن تحويله الى واقع ملموس ممكنا الا من خلال ظروف مواتية مهدت الطريق لها  مثل انهيار الاتحاج السوفيتي وحلف وارسو وحركة الامة الاسلامية واحداث الحادي عشر من سبتمبر التي اطاحت بكل شئ واستجدت بسببها مستجدات لم تكن في حسبان أحد ورأت الولايات المتحدة أن سياسة الدوائر قد نجحت أى سيطرت على امريكية الجنوبية وروضت اوروبا وتطلعت الى أنشأ الشرق الاوسط الكبير  وتوجهت الى التهدئة مطلب الدولة المهيمنة على منطقة   الشرق الأوسط الكبير   ليس من شك ان الاوضاع الدولية الراهنة التي تظهر فيها اصابع السياسة الامريكية بوضوح   لم تنشأ من فراغ كما أنها لم تكن وليدة احداث بعينها  وإنما هي نتاج تخطيط استراتيجي طويل   لم يكن تحويله الى واقع ملموس ممكنا الا من خلال ظروف مواتية مهدت الطريق لها  مثل انهيار الاتحاج السوفيتي وحلف وارسو وحركة الامة الاسلامية واحداث الحادي عشر من سبتمبر التي اطاحت بكل شئ واستجدت بسببها مستجدات لم تكن في حسبان أحد ورأت الولايات المتحدة أن سياسة الدوائر قد نجحت أى سيطرت على امريكية الجنوبية وروضت اوروبا وتطلعت الى أنشأ الشرق الاوسط الكبير  وتوجهت الى اسيا الوسط حيث المأذن فوق الاوض والنفط تحث الارض على حد تعبير إدارة بوش الابن  وجيء بادارة أوباما لتصحيح أخطأ الراسماليين الجدد  ففي اول خطاب له لحالة الاتحاد ركز على الصين وطفرتها الاقتصادية  وطمأن نفسة بخطاب القاهرة واسطنبول  بان المنطقة تحت السيطرة ولهذا اعلنت ادارته بمساعدة مركز راند للابحاث وفرعه في الدوحة معركة القلوب والافكار والاستراتيجيين بانتهاء التاريخ ورسم جديد للمنطقة باسم الشرق الاوسط الجديد  للتتفرغ للصين ورروسيا المهترئة  ولكن راسمي السياسة الامريكية تفاجئوا بان سياسة الدوائر ليست أمنة  فاوروبا اذا غضت الولايات المتحدة الامريكية الطرف عنها قد تهددمصالحها اوتشاركها فيها و الحرب الروسية الاوكرانية الارض الرخوة لترويض اوروبا وروسيا فرضها واقع الحال ومشاكل الصين وشرق اسيا  فامريكية تريد التفرغ لهذه المشاكل  وتحتاج للتهدئة في هذه المنطقة منطقة الشرق الاوسط  ففرضت التهدئة في اليمن اوبالاحراء اتفقت مع بريطانيا على التهدئة وتناور في السودان وتظغط في ليبيا والعراق وتركيا تدير السياسة في سوريا  وفلسطين مجمدة فهي تدير مشكلة ولاتسعى لحل  فمن الطبيعي والحال كذلك ان تعمل على الانفتاح بين السعودية وايران في إطار التهدئة الحدرة في المنطقة حتى تتفرغ للمشاكل العالمية الكبرى التي تفجرت اثناء تركيزها على المنطقة عقب حراك الامة الاسلامية وبالخصوص  ثورة الشام  وهي تهيمن على دويلات المنطقة على الدول التابعة وهي معظمها او الدول التي تدور في فلكها كتركية وايران ,1
